time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,latitude,longitude,elevation,u,v,canyon_factor,windward_height_avg,leeward_height_avg,road_distance,indicatedspeed_kph
2018-01-11,5.7,2.9,7.2,0.0,,343.0,9.1,,1017.9,,51.546375,-0.46061,47.51951219512194,-7.678923831719606,-4.88304503221593,18.2,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-12,6.6,5.6,7.6,0.3,,129.0,8.5,,1025.6,,51.546375,-0.46061,47.51951219512194,-8.339396942519798,-1.644523832326982,8.5,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-13,6.0,4.7,8.1,0.3,,140.0,16.6,,1020.1,,51.546375,-0.46061,47.51951219512194,-3.2837053284708526,16.271978346709172,16.6,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-14,4.9,4.1,6.3,0.0,,102.0,9.0,,1018.0,,51.546375,-0.46061,47.51951219512194,0.9142713332695921,8.953441122225657,9.0,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-15,8.0,5.0,11.2,1.5,,234.0,23.1,,998.7,,51.546375,-0.46061,47.51951219512194,1.1234338624501867,23.07266556678487,0,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-16,5.4,2.9,7.5,3.8,,260.0,26.2,,994.9,,51.546375,-0.46061,47.51951219512194,-19.13108691721571,17.90088023997529,52.4,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-17,4.8,2.4,7.7,0.0,,262.0,28.3,,1004.2,,51.546375,-0.46061,47.51951219512194,-8.982423283465895,-26.83665537947398,56.6,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-18,7.5,2.9,11.5,0.5,,270.0,29.8,,1000.0,,51.546375,-0.46061,47.51951219512194,29.334582128848645,-5.2461692048421,59.6,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-19,3.1,-0.5,6.9,0.0,,252.0,15.3,,1008.9,,51.546375,-0.46061,47.51951219512194,11.96784528211675,9.532086828355892,30.6,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-20,3.0,1.4,4.1,0.0,,80.0,10.2,,1003.6,,51.546375,-0.46061,47.51951219512194,-1.1259498871582851,-10.137664270018426,10.2,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-21,2.9,0.1,10.1,5.1,,184.0,7.9,,1011.6,,51.546375,-0.46061,47.51951219512194,-1.6995641881805057,7.715016627995972,7.9,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-22,8.7,6.6,10.5,13.7,,268.0,12.4,,1012.1,,51.546375,-0.46061,47.51951219512194,-7.064596954405912,-10.190754136559214,24.8,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-23,10.4,7.7,13.1,0.0,,219.0,17.8,,1015.3,,51.546375,-0.46061,47.51951219512194,10.903782780419183,-14.06938239857863,0,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-24,9.7,6.4,13.2,0.5,,228.0,26.0,,1007.2,,51.546375,-0.46061,47.51951219512194,-6.04209895194159,25.288199624626234,0,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-25,7.2,5.0,10.1,7.1,,217.0,16.0,,1007.8,,51.546375,-0.46061,47.51951219512194,-15.578272289908075,-3.6493057506164455,0,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-26,4.3,-0.1,8.1,0.0,,306.0,5.4,,1018.8,,51.546375,-0.46061,47.51951219512194,-1.6230444840904494,-5.150313252867593,10.8,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-27,7.3,2.7,11.1,0.0,,221.0,16.4,,1026.0,,51.546375,-0.46061,47.51951219512194,7.6063554733708525,14.52939628521162,0,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-28,11.1,8.8,13.4,0.8,,256.0,24.0,,1030.0,,51.546375,-0.46061,47.51951219512194,-0.954978238347785,-23.980992818569504,48.0,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-29,9.2,2.6,11.9,0.0,,274.0,21.2,,1027.7,,51.546375,-0.46061,47.51951219512194,-16.46534027497246,-13.354121821721181,42.4,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-01-30,3.5,-2.8,8.8,0.5,,223.0,6.6,,1026.6,,51.546375,-0.46061,47.51951219512194,-6.590705036234215,0.35015300278157285,0,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-01-31,6.6,2.6,10.2,0.5,,254.0,23.6,,1005.3,,51.546375,-0.46061,47.51951219512194,-21.05163649162743,10.66717399428641,47.2,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-02-01,4.9,2.5,6.8,2.5,,294.0,22.0,,1003.1,,51.546375,-0.46061,47.51951219512194,5.678876693961841,-21.25441976377565,44.0,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-02-02,4.8,3.4,7.0,0.0,,315.0,17.2,,1010.8,,51.546375,-0.46061,47.51951219512194,11.470948326791286,12.816292150387497,34.4,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-02-03,3.5,2.6,4.1,0.0,,282.0,6.4,,1008.0,,51.546375,-0.46061,47.51951219512194,4.711763959973412,-4.331198492968855,12.8,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-02-04,3.1,0.9,5.2,5.8,,39.0,17.5,,1024.1,,51.546375,-0.46061,47.51951219512194,4.666251316298902,16.866419259971536,17.5,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-02-05,2.3,0.1,4.7,0.0,,44.0,15.8,,1026.3,,51.546375,-0.46061,47.51951219512194,15.797524276633522,0.2796904166655345,15.8,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-02-06,1.4,-0.6,3.4,0.0,,17.0,12.8,,1018.3,,51.546375,-0.46061,47.51951219512194,-3.5220907270604407,-12.305887896058328,12.8,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-02-07,1.1,-2.9,5.1,0.0,,333.0,10.5,,1020.4,,51.546375,-0.46061,47.51951219512194,10.499591473951742,-0.0926222441958017,21.0,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-02-08,2.2,-5.2,7.3,0.0,,203.0,11.1,,1017.8,,51.546375,-0.46061,47.51951219512194,-3.9857038738953485,10.35973767185326,11.1,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-02-09,4.5,0.7,6.2,4.3,,279.0,21.3,,1010.4,,51.546375,-0.46061,47.51951219512194,-17.55862082801971,12.05756337813874,42.6,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-02-10,3.6,-3.2,9.6,1.3,,216.0,14.5,,1011.1,,51.546375,-0.46061,47.51951219512194,-10.410783717560847,10.092848081001216,0,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-02-11,4.8,0.5,9.8,3.3,,282.0,25.9,,1003.8,,51.546375,-0.46061,47.51951219512194,19.0679197755174,-17.52781890123333,51.8,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-02-12,2.7,-1.4,7.3,0.0,,243.0,13.2,,1014.1,,51.546375,-0.46061,47.51951219512194,-6.01843804181564,-11.748123404902858,26.4,2.266666666666667,3.985714285714285,66.82802055524162,48
2018-02-13,4.0,2.0,5.6,0.3,,163.0,19.1,,1002.4,,51.546375,-0.46061,47.51951219512194,17.856597733585232,-6.778784358638266,19.1,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-02-14,3.1,-2.1,7.1,2.3,,183.0,16.0,,1004.8,,51.546375,-0.46061,47.51951219512194,11.288474308707295,11.338886531827335,16.0,3.985714285714285,2.266666666666667,66.82802055524162,48
2018-02-15,7.1,3.3,9.5,5.1,,253.0,15.3,,1009.8,,51.546375,-0.46061,47.51951219512194,-1.554720088530194,15.22080304866733,30.6,2.266666666666667,3.985714285714285,66.82802055524162,48
