,geometry,GmlID,OBJECTID,TOID,FeatureCode,Version,VersionDate,Theme,ThemeCount,CalculatedAreaValue,ChangeDate,ReasonForChange,ChangeHistoryCount,DescriptiveGroup,DescriptiveGroupCount,DescriptiveTerm,DescriptiveTermCount,Make,PhysicalLevel,PhysicalPresence,style_code,BHATopoAreaVersion,BHAProcessDate,AbsHMin,AbsH2,AbsHMax,RelH2,RelHMax,BHAConf,Shape_Length,Shape_Area,distance_to_point
29,"MULTIPOLYGON (((545249.9 258155.54, 545234.6 258146.7, 545234.18 258146.38, 545236.35 258142.63, 545236.45 258142.7, 545239.29 258137.98, 545240.45 258136.05, 545256 258145, 545255.6 258145.8, 545249.9 258155.54)))",Topography_TopographicArea.67425655,67425655,osgb1000010060429,10021,3,3/19/2008,Buildings,1,220.152696,11/16/1989,New,1,Building,1,null,0,Manmade,50,null,34,3.0,10/10/2023,11.3,20.4,23.6,9.1,12.3,99.0,60.53460439,220.15269998,21.934826577839218
30,"MULTIPOLYGON (((545226.2 258135.06, 545226.05 258134.95, 545226.8 258134.15, 545226.6 258132.95, 545228.1 258131.35, 545229.3 258131.6, 545229.87 258131.01, 545239.29 258137.98, 545236.45 258142.7, 545236.35 258142.63, 545226.2 258135.06)))",Topography_TopographicArea.67425656,67425656,osgb1000010060430,10021,3,3/19/2008,Buildings,1,70.375352,11/16/1989,New,1,Building,1,null,0,Manmade,50,null,34,3.0,10/10/2023,11.3,,12.6,,1.3,90.0,36.74934741,70.37535001,38.370572799960556
31,"MULTIPOLYGON (((545250 258184.05, 545250.6 258184.45, 545249.95 258185.55, 545248.69 258184.81, 545246.55 258183.55, 545239.65 258179.5, 545238.513 258178.837, 545226.1 258171.6, 545225.1 258169.75, 545225.85 258168.5, 545225.19 258167.9, 545225.7 258167.25, 545225.7 258164.7, 545224.55 258164, 545221.615 258161.698, 545222.45 258160.25, 545227.7 258151.15, 545232.1 258154.55, 545231 258156.15, 545253.65 258169.25, 545253.8 258168.95, 545256.55 258170.5, 545258.15 258171.4, 545257.55 258172.5, 545256.75 258172.1, 545255.75 258173.6, 545256.55 258174.15, 545256.1 258175, 545254.45 258174.1, 545250.5 258180.8, 545252.1 258181.85, 545251.55 258182.7, 545251 258182.25, 545250 258184.05)))",Topography_TopographicArea.67425657,67425657,osgb1000010060431,10021,5,3/2/2016,Buildings,1,536.35985,2/19/2016,Modified,2,Building,1,null,0,Manmade,50,null,34,5.0,10/10/2023,11.1,15.7,25.4,4.6,14.3,99.0,114.94309908,536.35984999,36.14314896350515
32,"MULTIPOLYGON (((545336.238 258092.825, 545337.05 258093.409, 545338.964 258093.838, 545340.053 258094.364, 545340.35 258094.56, 545340.524 258094.676, 545341.058 258095.117, 545342.102 258096.326, 545342.143 258096.396, 545342.83 258097.567, 545343.644 258098.153, 545342.897 258099.191, 545341.717 258100.832, 545342.031 258101.08, 545342.527 258100.453, 545343.975 258101.599, 545345.677 258102.946, 545350.115 258106.459, 545352.966 258108.715, 545352.469 258109.343, 545352.783 258109.591, 545352.9 258109.75, 545360.35 258117.95, 545360.4 258117.85, 545360.85 258118, 545361.36 258118.2, 545361.6 258118.3, 545362.15 258118.65, 545363 258119.5, 545363.65 258120.6, 545364 258121.8, 545364.1 258122.7, 545367.1 258126.45, 545367.4 258126.4, 545368.1 258126.5, 545368.75 258126.7, 545368.92 258126.82, 545369.2 258127, 545370 258127.8, 545370.07 258127.95, 545370.4 258128.65, 545370.6 258129.7, 545370.5 258130.45, 545372.3 258132.55, 545372.7 258132.6, 545373.7 258132.9, 545374.67 258133.42, 545375.25 258134, 545375.84 258134.89, 545376.1 258135.6, 545376.2 258136.45, 545376.2 258137.2, 545378.9 258140.45, 545378.4 258140.9, 545380.25 258142.85, 545380.75 258142.5, 545386.85 258149.55, 545386.45 258149.95, 545388.85 258152.85, 545368.25 258165.85, 545366.56 258164.45, 545366.002 258163.99, 545361.664 258160.391, 545361.649 258160.379, 545360.741 258159.628, 545359.733 258158.793, 545359.058 258159.604, 545359.02 258159.65, 545358.075 258158.863, 545355.114 258156.4, 545331.66 258136.886, 545331.023 258136.356, 545331.651 258135.602, 545332.558 258134.511, 545321.166 258125.226, 545315.973 258120.993, 545316.733 258119.938, 545319.88 258115.562, 545321.813 258112.875, 545331.834 258098.945, 545332.17 258098.478, 545333.787 258096.231, 545335.395 258093.996, 545336.238 258092.825)))",Topography_TopographicArea.67425697,67425697,osgb1000010060554,10021,5,5/17/2018,Buildings,1,2299.091151,5/17/2018,Modified,2,Building,1,null,0,Manmade,50,null,34,5.0,10/10/2023,11.2,24.2,33.5,13.0,22.3,99.0,220.23362198,2299.09115099,43.27645661327646
33,"MULTIPOLYGON (((545304.81 258163.36, 545306.23 258161.33, 545310.45 258162.9, 545309.6 258165.1, 545304.81 258163.36)))",Topography_TopographicArea.67425699,67425699,osgb1000010060561,10021,4,3/19/2008,Buildings,1,11.406504,2/4/2008,Attributes,2,Building,1,null,0,Manmade,50,null,34,4.0,10/10/2023,11.4,12.3,14.2,0.9,2.8,99.0,14.4346846,11.4065,35.211095367768266
34,"MULTIPOLYGON (((545332.18 258156.96, 545324.29 258165.85, 545321.24 258163.26, 545320.48 258162.61, 545319.6 258163.4, 545316.661 258160.95, 545315.28 258159.8, 545313 258157.9, 545313.702 258157.06, 545311.548 258155.213, 545310.647 258156.335, 545310.6 258156.303, 545309.35 258155.45, 545308.25 258154.7, 545303.1 258162.5, 545301.89 258161.717, 545301.098 258161.204, 545297.489 258158.868, 545291.198 258154.798, 545290.82 258154.55, 545298.15 258143.47, 545299.81 258140.97, 545307.33 258129.6, 545307.4 258129.5, 545319.45 258137.53, 545318.19 258139.53, 545318.098 258139.668, 545317.23 258140.97, 545317.025 258141.278, 545315.95 258142.9, 545317.12 258143.85, 545321.02 258146.99, 545321.7 258147.55, 545322.3 258146.8, 545328.9 258152.3, 545330.4 258153.62, 545333.07 258155.96, 545332.18 258156.96)))",Topography_TopographicArea.67425700,67425700,osgb1000010060563,10021,4,1/7/2016,Buildings,1,718.749748,1/5/2016,Modified,2,Building,1,null,0,Manmade,50,null,34,4.0,10/10/2023,11.3,22.9,30.8,11.6,19.5,99.0,133.67438408,718.749748,18.597290762384215
35,"MULTIPOLYGON (((545304.26 258184.326, 545300.2 258188.6, 545298.85 258187.5, 545302.615 258182.914, 545304.26 258184.326)))",Topography_TopographicArea.67425701,67425701,osgb1000010060565,10021,5,4/2/2014,Buildings,1,11.548025,4/1/2014,Modified,2,Building,1,null,0,Manmade,50,null,34,5.0,10/10/2023,11.4,16.0,17.1,4.6,5.7,99.0,15.73778968,11.548025,48.919775714918366
36,"MULTIPOLYGON (((545301.231 258203.038, 545299.524 258204.675, 545297.612 258206.509, 545293.114 258201.818, 545292.248 258202.648, 545292.073 258202.465, 545288.756 258199.006, 545289.015 258198.731, 545289.8 258197.9, 545283.1 258189.25, 545284.05 258188.05, 545277.42 258182.51, 545273.74 258179.43, 545276.95 258175.5, 545276.45 258175.1, 545279.55 258171.3, 545278.85 258170.7, 545282.15 258166.7, 545281.55 258166.2, 545284.65 258162.4, 545283.95 258161.8, 545286.87 258158.28, 545288.315 258159.459, 545308.4 258175.85, 545308.083 258176.237, 545307.14 258177.39, 545303.775 258181.498, 545303.25 258182.14, 545302.615 258182.914, 545298.85 258187.5, 545300.2 258188.6, 545304.26 258184.326, 545304.95 258183.6, 545308.35 258186.8, 545310.2 258185.05, 545310.384 258184.875, 545315.022 258189.71, 545315.014 258189.718, 545314.014 258190.677, 545312.983 258191.666, 545311.643 258190.222, 545299.837 258201.584, 545301.231 258203.038)))",Topography_TopographicArea.67425702,67425702,osgb1000010060566,10021,9,8/30/2023,Buildings,1,920.933542,8/29/2023,Restructured,7,Building,1,null,0,Manmade,50,null,34,8.0,10/10/2023,11.3,24.3,28.9,13.0,17.6,99.0,161.95271012,920.93558501,19.718174788746506
37,"MULTIPOLYGON (((545287.05 258198.3, 545283.45 258201.2, 545279.85 258196.7, 545274.5 258203.2, 545268.73 258198.46, 545265.75 258196, 545265.11 258195.46, 545268.526 258191.343, 545270.001 258189.565, 545274.95 258183.6, 545275.84 258184.4, 545279.05 258187.3, 545278.7 258187.95, 545287.05 258198.3)))",Topography_TopographicArea.67425703,67425703,osgb1000010060567,10021,5,1/7/2016,Buildings,1,204.615504,1/5/2016,Restructured,3,Building,1,null,0,Manmade,50,null,34,5.0,10/10/2023,11.3,18.7,21.2,7.4,9.9,99.0,65.94281663,204.61473349,42.775030298059626
38,"MULTIPOLYGON (((545317.12 258143.85, 545318.293 258142.392, 545318.52 258142.11, 545320.273 258143.522, 545322.42 258145.25, 545321.02 258146.99, 545317.12 258143.85)))",Topography_TopographicArea.67425936,67425936,osgb1000010060881,10021,4,1/7/2016,Buildings,1,11.182,1/5/2016,Restructured,2,Building,1,null,0,Manmade,50,null,34,4.0,10/10/2023,11.8,22.7,23.3,10.9,11.5,99.0,14.48049749,11.1809,39.68051104761232
41,"MULTIPOLYGON (((545318.921 258185.558, 545317.118 258187.298, 545316.905 258187.504, 545315.627 258188.738, 545315.821 258188.944, 545315.03 258189.702, 545315.022 258189.71, 545310.384 258184.875, 545310.2 258185.05, 545308.35 258186.8, 545304.95 258183.6, 545304.26 258184.326, 545302.615 258182.914, 545303.25 258182.14, 545304.657 258183.325, 545307.936 258182.1, 545309.95 258180.195, 545311.532 258178.697, 545312.895 258179.916, 545314.5 258181.35, 545318.059 258184.737, 545318.921 258185.558)))",Topography_TopographicArea.96065363,96065363,osgb5000005123195066,10021,2,8/30/2023,Buildings,1,70.228789,8/29/2023,Restructured,2,Building,1,null,0,Manmade,50,null,34,1.0,10/10/2023,11.4,21.8,24.8,10.4,13.4,99.0,44.68357829,70.23017401,48.58959865033269
44,"MULTIPOLYGON (((545320.99 258163.55, 545320.65 258163.95, 545319.9 258165.95, 545318.96 258168.48, 545314.467 258166.858, 545315.34 258164.507, 545316.661 258160.95, 545319.6 258163.4, 545320.48 258162.61, 545321.24 258163.26, 545320.99 258163.55)))",Topography_TopographicArea.102362447,102362447,osgb5000005170882843,10021,1,1/7/2016,Buildings,1,27.245171,1/5/2016,New,1,Building,1,null,0,Manmade,50,null,34,1.0,10/10/2023,11.3,12.2,13.7,0.9,2.4,99.0,22.83077008,27.245171,43.949865301242
45,"MULTIPOLYGON (((545270.001 258189.565, 545268.526 258191.343, 545267.613 258190.586, 545269.088 258188.808, 545270.001 258189.565)))",Topography_TopographicArea.102362505,102362505,osgb5000005170882906,10021,1,1/7/2016,Buildings,1,2.739889,1/5/2016,New,1,Building,1,null,0,Manmade,50,null,34,1.0,10/10/2023,11.6,17.6,18.6,6.0,7.0,99.0,6.99236875,2.739889,48.64546985073019
52,"MULTIPOLYGON (((545270.24 258089.01, 545264.388 258095.086, 545255.9 258089.889, 545260.2 258082.864, 545267.127 258087.104, 545270.24 258089.01)))",Topography_TopographicArea.103218536,103218536,osgb5000005176162586,10021,1,3/2/2016,Buildings,1,89.474237,2/19/2016,New,1,Building,1,null,0,Manmade,50,null,34,1.0,10/10/2023,11.4,13.7,15.5,2.3,4.1,99.0,38.3968191,89.47423699,47.67075670680065
16,"MULTIPOLYGON (((526673.05 184376.91, 526672.12 184378.46, 526670.49 184377.47, 526670.42 184375.37, 526673.05 184376.91)))",Topography_TopographicArea.37673442,37673442,osgb1000001787309636,10021,1,9/2/2006,Buildings,1,4.4312,8/30/2006,New,1,Building,1,null,0,Manmade,50,null,34,1.0,9/22/2022,57.4,62.5,80.4,5.1,23.0,99.0,8.86355751,4.4312,41.64136953799252
17,"MULTIPOLYGON (((526689.45 184387.55, 526688.85 184388.59, 526672.12 184378.46, 526673.05 184376.91, 526689.75 184387.03, 526689.45 184387.55)))",Topography_TopographicArea.37673443,37673443,osgb1000001787309637,10021,1,9/2/2006,Buildings,1,35.2562,8/30/2006,New,1,Building,1,null,0,Manmade,50,null,34,1.0,9/22/2022,57.4,75.3,80.7,17.9,23.3,99.0,42.69346975,35.25620001,42.920195677562376
19,"MULTIPOLYGON (((526674.1 184369.15, 526679.4 184359.65, 526693.6 184367.55, 526688.35 184377.05, 526674.1 184369.15)))",Topography_TopographicArea.63415677,63415677,osgb1000004338266,10021,3,7/29/2009,Buildings,1,176.81,7/24/2009,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,57.3,62.8,65.2,5.5,7.9,99.0,54.27550791,176.81,48.085110346121404
20,"MULTIPOLYGON (((526625.85 184471.35, 526618.2 184467.75, 526620.8 184462.3, 526616.1 184458.4, 526613.2 184456.05, 526609.55 184453.1, 526607.2 184451.15, 526603 184456.05, 526596.3 184450.55, 526597.7 184448.5, 526600.3 184445.15, 526605.3 184438.3, 526608 184434.65, 526610.35 184431.45, 526611.95 184429.15, 526613.75 184426.6, 526615.5 184424.2, 526616.75 184422.2, 526617.8 184420.6, 526619.2 184418.55, 526620.5 184416.4, 526624.55 184410, 526626.55 184406.9, 526628.45 184403.9, 526629.95 184401.85, 526630.45 184401.05, 526631.1 184400.45, 526631.55 184400.1, 526632 184399.8, 526632.4 184399.55, 526632.85 184399.4, 526633.25 184399.25, 526633.85 184399.15, 526634.4 184399.05, 526634.9 184399.05, 526635.6 184399.15, 526636.25 184399.35, 526636.85 184399.6, 526637.45 184399.9, 526642.4 184402.95, 526643.98 184403.89, 526646.25 184405.25, 526647.2 184405.9, 526647.45 184406.15, 526647.8 184406.45, 526648.1 184406.8, 526648.45 184407.4, 526648.7 184408.05, 526648.9 184408.9, 526648.95 184409.7, 526648.95 184409.95, 526648.9 184412.4, 526648.7 184415.65, 526648.6 184417.4, 526648.45 184419.2, 526648.25 184421, 526647.9 184423.85, 526647.35 184426.6, 526646.8 184429.5, 526646.05 184432.3, 526645.65 184433.75, 526645.2 184435.15, 526644.5 184437.2, 526643.75 184439.25, 526642.75 184441.5, 526641.8 184443.75, 526640 184447.65, 526638.85 184449.95, 526636.35 184448.7, 526625.85 184471.35), (526616.85 184443.8, 526624.95 184450.7, 526627.8 184444.4, 526620.15 184439.1, 526616.85 184443.8), (526629.8 184419.9, 526635.05 184423.1, 526636.45 184417.7, 526634.1 184418.15, 526631.2 184416.35, 526629.8 184419.9)))",Topography_TopographicArea.63415724,63415724,osgb1000004338327,10021,6,8/16/2015,Buildings,1,1814.632448,8/14/2015,Modified,5,Building,1,null,0,Manmade,50,null,34,6.0,9/22/2022,56.8,72.8,81.2,16.0,24.4,99.0,254.57169815,1814.6325,9.523147431392868
21,"MULTIPOLYGON (((526610.4 184334.4, 526611.45 184331.5, 526615.9 184332.25, 526620.55 184333.1, 526621.9 184333.35, 526618.8 184351.95, 526615.4 184349.7, 526609.8 184346, 526611.85 184342.4, 526612.6 184342.5, 526612.95 184342.5, 526613.35 184342.4, 526613.5 184342.35, 526613.9 184342.15, 526614.2 184341.8, 526614.3 184341.55, 526614.35 184341.2, 526614.3 184340.8, 526614.15 184340.45, 526613.95 184340.05, 526609.4 184337.1, 526610.4 184334.4)))",Topography_TopographicArea.63415966,63415966,osgb1000004338607,10021,3,3/14/2005,Buildings,1,159.318728,2/5/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,54.6,61.1,66.0,6.5,11.4,99.0,60.22637803,159.31874999,39.94233139161747
22,"MULTIPOLYGON (((526607.65 184336.5, 526609.4 184337.1, 526613.95 184340.05, 526614.15 184340.45, 526614.3 184340.8, 526614.35 184341.2, 526614.3 184341.55, 526614.2 184341.8, 526613.9 184342.15, 526613.5 184342.35, 526613.35 184342.4, 526612.95 184342.5, 526612.6 184342.5, 526611.85 184342.4, 526609.8 184346, 526615.4 184349.7, 526614.55 184351.05, 526610.6 184348.5, 526607.65 184353.1, 526601.95 184349.65, 526603.95 184346.45, 526604.9 184344.85, 526607.8 184340.1, 526606.7 184339.3, 526607.65 184336.5)))",Topography_TopographicArea.63415967,63415967,osgb1000004338608,10021,2,11/7/2001,Buildings,1,99.465032,8/29/1985,New,1,Building,1,null,0,Manmade,50,null,34,2.0,9/22/2022,54.5,95.1,98.4,40.6,43.9,99.0,56.50742653,99.465,42.24676954512783
23,"MULTIPOLYGON (((526618.8 184351.95, 526617.9 184353.2, 526614.55 184351.05, 526615.4 184349.7, 526618.8 184351.95)))",Topography_TopographicArea.63415968,63415968,osgb1000004338609,10021,3,8/16/2015,Buildings,1,6.3125,8/14/2015,Modified,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,55.3,60.8,62.0,5.5,6.7,99.0,11.19324567,6.3125,39.03977506336747
24,"MULTIPOLYGON (((526614.55 184351.05, 526617.9 184353.2, 526617.6 184354, 526617.15 184355.55, 526616.55 184357.35, 526616.25 184358.4, 526607.65 184353.1, 526610.6 184348.5, 526614.55 184351.05)))",Topography_TopographicArea.63415969,63415969,osgb1000004338610,10021,3,3/14/2005,Buildings,1,50.32124,2/5/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,55.1,90.6,97.5,35.5,42.4,99.0,29.7065972,50.32125,34.83083600776971
25,"MULTIPOLYGON (((526600.05 184348.55, 526602.1 184345.25, 526603.95 184346.45, 526601.95 184349.65, 526600.05 184348.55)))",Topography_TopographicArea.63415971,63415971,osgb1000004338612,10021,2,11/7/2001,Buildings,1,8.422488,8/29/1985,New,1,Building,1,null,0,Manmade,50,null,34,2.0,9/22/2022,54.3,58.2,61.7,3.9,7.4,99.0,12.05905669,8.4225,49.639253993213465
26,"MULTIPOLYGON (((526614.45 184363.4, 526599.3 184354.1, 526601.95 184349.65, 526607.65 184353.1, 526616.25 184358.4, 526614.45 184363.4)))",Topography_TopographicArea.63415972,63415972,osgb1000004338613,10021,3,3/14/2005,Buildings,1,89.926232,3/2/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,54.4,92.1,97.5,37.7,43.1,99.0,45.03490789,89.92625,31.261726391893333
27,"MULTIPOLYGON (((526599.3 184354.1, 526614.45 184363.4, 526612.65 184367.7, 526611.55 184370.15, 526610.75 184372.05, 526610.05 184373.65, 526593.5 184363.6, 526599.3 184354.1)))",Topography_TopographicArea.63415973,63415973,osgb1000004338614,10021,3,3/14/2005,Buildings,1,206.033752,3/2/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,54.2,95.5,97.8,41.3,43.6,99.0,59.42492493,206.03375001,26.44316049563661
28,"MULTIPOLYGON (((526593.5 184363.6, 526610.05 184373.65, 526607.45 184378.65, 526590.55 184368.4, 526593.5 184363.6)))",Topography_TopographicArea.63415974,63415974,osgb1000004338615,10021,3,3/14/2005,Buildings,1,110.118752,3/2/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,54.1,96.6,97.8,42.5,43.7,99.0,50.39755009,110.11875001,25.970148852988366
29,"MULTIPOLYGON (((526586.8 184366.15, 526589.7 184367.9, 526590.55 184368.4, 526607.45 184378.65, 526599.65 184393.1, 526583.85 184383.95, 526581.4 184382.6, 526578.9 184381.15, 526570.6 184376.9, 526577.15 184366.2, 526580.55 184368.3, 526584.2 184370.55, 526586.8 184366.15)))",Topography_TopographicArea.63415975,63415975,osgb1000004338616,10021,3,3/14/2005,Buildings,1,509.852496,3/2/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,52.7,59.9,63.0,7.2,10.3,99.0,99.77034418,509.85249999,25.97844369861337
30,"MULTIPOLYGON (((526579.5 184390.8, 526583.85 184383.95, 526599.65 184393.1, 526594.95 184400.6, 526586.55 184395.25, 526579.5 184390.8)))",Topography_TopographicArea.63415981,63415981,osgb1000004338622,10021,3,3/14/2005,Buildings,1,154.815,3/2/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,54.0,68.0,69.6,14.0,15.6,99.0,53.51970618,154.81500001,31.293087687191285
31,"MULTIPOLYGON (((526586.55 184395.25, 526594.95 184400.6, 526591.9 184405.6, 526583.5 184400.2, 526586.55 184395.25)))",Topography_TopographicArea.63415982,63415982,osgb1000004338623,10021,3,3/14/2005,Buildings,1,58.183752,3/2/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,54.7,68.9,69.7,14.2,15.0,99.0,31.61607166,58.18375,37.364634843700536
32,"MULTIPOLYGON (((526583.1 184403.45, 526581.9 184402.75, 526583.5 184400.2, 526591.9 184405.6, 526590.6 184407.7, 526589.8 184408.95, 526589.05 184409.95, 526583.35 184406.25, 526584.45 184404.3, 526583.1 184403.45)))",Topography_TopographicArea.63415983,63415983,osgb1000004338624,10021,3,3/14/2005,Buildings,1,44.99124,3/2/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,54.7,68.4,70.4,13.7,15.7,99.0,30.21928698,44.99125,41.887669271492825
33,"MULTIPOLYGON (((526583.35 184406.25, 526589.05 184409.95, 526585.3 184415.05, 526579.05 184408.55, 526581.55 184405.95, 526582 184405.5, 526583.35 184406.25)))",Topography_TopographicArea.63415984,63415984,osgb1000004338625,10021,4,8/18/2007,Buildings,1,45.822504,8/14/2007,Attributes,3,Building,1,null,0,Manmade,50,null,34,4.0,9/22/2022,54.8,69.4,72.4,14.6,17.6,99.0,27.93089394,45.82250001,46.245122304910666
34,"MULTIPOLYGON (((526583.1 184403.45, 526584.45 184404.3, 526583.35 184406.25, 526582 184405.5, 526583.1 184403.45)))",Topography_TopographicArea.63415985,63415985,osgb1000004338626,10021,2,11/7/2001,Buildings,1,3.58,8/29/1985,New,1,Building,1,null,0,Manmade,50,null,34,2.0,9/22/2022,54.9,69.5,69.5,14.6,14.6,99.0,7.70498948,3.58,48.48564052380347
35,"MULTIPOLYGON (((526579.5 184390.8, 526586.55 184395.25, 526583.5 184400.2, 526581.9 184402.75, 526580.5 184405.1, 526579.1 184404, 526576.95 184406.35, 526579.05 184408.55, 526585.3 184415.05, 526581.6 184419.75, 526569.15 184405.65, 526575.25 184400, 526577.45 184397.95, 526578.15 184396.8, 526576.3 184395.75, 526579.5 184390.8)))",Topography_TopographicArea.63415986,63415986,osgb1000004338627,10021,3,3/14/2005,Buildings,1,202.174992,3/2/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,9/22/2022,53.9,60.8,62.9,6.9,9.0,99.0,82.40227013,202.17499999,44.5486468593087
36,"MULTIPOLYGON (((526582 184405.5, 526581.55 184405.95, 526580.5 184405.1, 526581.9 184402.75, 526583.1 184403.45, 526582 184405.5)))",Topography_TopographicArea.63416019,63416019,osgb1000004338664,10021,2,11/7/2001,Buildings,1,4.085008,8/29/1985,New,1,Building,1,null,0,Manmade,50,null,34,2.0,9/22/2022,54.7,64.6,71.2,9.9,16.5,99.0,8.43846001,4.085,49.54093698147043
37,"MULTIPOLYGON (((526670.49 184377.47, 526672.12 184378.46, 526688.85 184388.59, 526689.45 184387.55, 526697 184391.9, 526698.882 184388.662, 526702.056 184383.201, 526702.55 184382.35, 526715.2 184389.55, 526712.123 184395.372, 526710.55 184398.35, 526712.95 184400.65, 526713.75 184401.4, 526720.6 184394.35, 526724 184390.8, 526725.1 184389.7, 526725.5 184390.1, 526729.15 184393.5, 526735.75 184399.7, 526739.25 184402.95, 526738.55 184403.65, 526740.45 184405.45, 526740 184405.95, 526732.05 184414.1, 526726.05 184408.3, 526725.561 184408.821, 526726.55 184409.9, 526727.65 184411.1, 526731.7 184415.05, 526732.35 184415.65, 526733.35 184416.6, 526735.1 184418.3, 526743.75 184408.45, 526743.78 184408.47, 526751.05 184414.95, 526752.188 184415.894, 526742.672 184426.671, 526738.229 184432.084, 526737.44 184432.032, 526734.278 184435.88, 526730.185 184435.527, 526728.327 184432.984, 526727.651 184433.23, 526724.355 184431.97, 526721.57 184428.674, 526719.95 184430.35, 526715.775 184426.318, 526710.776 184421.49, 526705.35 184416.25, 526702.5 184419.2, 526697.718 184424.304, 526692.15 184419.2, 526694.2 184417.3, 526691.8 184415.05, 526694.95 184411.7, 526692.65 184409.6, 526687.55 184415.1, 526684 184411.8, 526681.8 184412, 526681.97 184419.54, 526682.048 184423.004, 526683.5 184424.05, 526686.9 184426.5, 526687.684 184427.065, 526688.55 184430.3, 526679.5 184443.05, 526678.5 184444.5, 526670.8 184439, 526668.85 184437.6, 526668.624 184437.438, 526670.558 184427.12, 526671 184424.76, 526671.92 184419.85, 526670.49 184377.47)))",Topography_TopographicArea.63416021,63416021,osgb1000004338670,10021,7,10/26/2021,Buildings,1,2706.105466,10/25/2021,Modified,6,Building,1,null,0,Manmade,50,null,34,7.0,9/22/2022,56.8,66.2,81.8,9.4,25.0,99.0,393.32223995,2706.102816,40.097624805249865
40,"MULTIPOLYGON (((526611.586 184423.085, 526612.794 184423.941, 526610.377 184427.353, 526609.169 184426.498, 526611.586 184423.085)))",Topography_TopographicArea.100652419,100652419,osgb5000005159462157,10021,1,8/16/2015,Buildings,1,6.190043,8/14/2015,New,1,Building,1,null,0,Manmade,50,null,34,1.0,9/22/2022,56.7,,59.0,,2.3,90.0,11.32400587,6.1900435,38.21419317477363
33,"MULTIPOLYGON (((401379.21 310000, 401380.67 310008.59, 401381.75 310008.41, 401382.47 310012.65, 401376.06 310013.74, 401373.53 310000, 401373.14 309997.86, 401378.67 309996.85, 401379.21 310000)))",Topography_TopographicArea.55703850,55703850,osgb1000002100886352,10021,4,3/16/2006,Buildings,1,93.988784,7/7/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,4.0,9/26/2023,180.3,183.4,185.6,3.1,5.3,99.0,45.57446324,93.9888,44.466095241190125
42,"MULTIPOLYGON (((401342.7 309944.2, 401346.167 309943.607, 401345.708 309940.926, 401346.831 309940.734, 401347.575 309939.565, 401348.754 309939.363, 401349.841 309940.219, 401350.3 309942.9, 401351.5 309949.9, 401349.7 309950.3, 401349.9 309951.5, 401344.1 309952.4, 401342.7 309944.2)))",Topography_TopographicArea.79123373,79123373,osgb1000025146092,10021,6,3/6/2016,Buildings,1,75.856888,3/3/2016,Modified,3,Building,1,null,0,Manmade,50,null,34,6.0,10/1/2023,178.0,182.4,184.2,4.4,6.2,99.0,38.41273738,75.8568875,41.91229922110887
43,"MULTIPOLYGON (((401361.6 309941.5, 401362.9 309949.3, 401354.3 309950.7, 401352.9 309942.9, 401361.6 309941.5)))",Topography_TopographicArea.79123374,79123374,osgb1000025146093,10021,3,11/2/2005,Buildings,1,69.36,7/7/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,10/1/2023,178.4,182.8,184.0,4.4,5.6,99.0,33.3573685,69.36,30.721159255449823
44,"MULTIPOLYGON (((401362.79 309940.5, 401367.49 309939.7, 401367.59 309941.5, 401370.79 309940.9, 401371.19 309943, 401376.49 309942.1, 401377.59 309947.6, 401372.09 309948.6, 401371.99 309947.7, 401364.19 309949.1, 401362.79 309940.5)))",Topography_TopographicArea.79123375,79123375,osgb1000025146094,10021,3,11/2/2005,Buildings,1,93.605008,7/7/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,10/1/2023,178.6,182.6,186.0,4.0,7.4,99.0,46.08224998,93.60499999,17.12196910403491
45,"MULTIPOLYGON (((401353.64 309928.23, 401353.34 309930.03, 401352.84 309933.73, 401350.14 309933.33, 401350.84 309927.93, 401353.64 309928.23)))",Topography_TopographicArea.79123376,79123376,osgb1000025146096,10021,4,11/2/2005,Buildings,1,15.145008,7/7/2005,Attributes,2,Building,1,null,0,Manmade,50,null,34,4.0,10/1/2023,177.9,179.8,180.2,1.9,2.3,99.0,16.54913544,15.145,45.46189597892594
