,geometry,GmlID,OBJECTID,TOID,FeatureCode,Version,VersionDate,Theme,ThemeCount,CalculatedAreaValue,ChangeDate,ReasonForChange,ChangeHistoryCount,DescriptiveGroup,DescriptiveGroupCount,DescriptiveTerm,DescriptiveTermCount,Make,PhysicalLevel,PhysicalPresence,style_code,BHATopoAreaVersion,BHAProcessDate,AbsHMin,AbsH2,AbsHMax,RelH2,RelHMax,BHAConf,Shape_Length,Shape_Area,distance_to_point
7,"MULTIPOLYGON (((393619.03 805970.2, 393618.15 805969.74, 393619.39 805967.34, 393620.28 805967.8, 393619.03 805970.2)))",Topography_TopographicArea.15432539,15432539,osgb1000000171793785,10021,1,11/5/2001,Buildings,1,2.696704,10/10/2001,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,26.0,46.5,46.7,20.5,20.7,99.0,7.40224248,2.6967,36.12010084426514
28,"MULTIPOLYGON (((393586.35 805981.41, 393605.98 805942.58, 393627.65 805953.6, 393621.8 805964.87, 393620.28 805967.8, 393619.39 805967.34, 393618.15 805969.74, 393619.03 805970.2, 393608 805991.85, 393596.9 805986.32, 393594.43 805985.08, 393587.75 805981.75, 393587.6 805982.05, 393586.55 805981.51, 393586.35 805981.41)))",Topography_TopographicArea.90151353,90151353,osgb1000039171413,10021,3,2/12/2009,Buildings,1,1037.721504,10/11/2001,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,25.5,41.7,49.4,16.2,23.9,99.0,137.18238706,1037.72155,32.74213217727264
29,"MULTIPOLYGON (((393605.98 805942.58, 393595.71 805937.36, 393596.6 805935.55, 393630.05 805952.5, 393630.02 805952.55, 393629.93 805952.73, 393624.4 805963.16, 393623.13 805965.56, 393621.8 805964.87, 393627.65 805953.6, 393605.98 805942.58)))",Topography_TopographicArea.90151374,90151374,osgb1000039171448,10021,2,11/5/2001,Buildings,1,96.218656,10/11/2001,Attributes,2,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,25.4,29.7,31.4,4.3,6.0,99.0,104.3243212,96.21859998,31.140545130221643
30,"MULTIPOLYGON (((393673.23 805931.19, 393673.06 805931.54, 393671.62 805930.81, 393672.25 805929.7, 393672.6 805929.85, 393673.23 805931.19)))",Topography_TopographicArea.90151614,90151614,osgb1000039171872,10021,2,11/5/2001,Buildings,1,1.514528,1/1/1970,New,1,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,25.6,41.5,41.5,15.9,15.9,99.0,5.14138817,1.51455,41.32735032635975
31,"MULTIPOLYGON (((393674.88 805927.73, 393676.25 805928.45, 393674.32 805932.17, 393673.06 805931.54, 393673.23 805931.19, 393674.88 805927.73)))",Topography_TopographicArea.90151615,90151615,osgb1000039171873,10021,3,2/12/2009,Buildings,1,6.211264,2/11/2009,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,25.5,30.9,31.2,5.4,5.7,99.0,11.36964754,6.21125,41.28395796187185
32,"MULTIPOLYGON (((393638.515 805986.521, 393637.35 805988.8, 393637.25 805990.3, 393634.67 805995.55, 393632.8 805994.65, 393636.12 805988.11, 393637.27 805985.86, 393638.515 805986.521)))",Topography_TopographicArea.90151618,90151618,osgb1000039171878,10021,3,8/20/2015,Buildings,1,17.94146,8/20/2015,Modified,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,26.3,28.3,30.5,2.0,4.2,99.0,23.25871996,17.94146,24.77245504583837
33,"MULTIPOLYGON (((393638.92 805997.601, 393635.874 806004.121, 393627.5 806000, 393623.629 805998.227, 393619.75 805996.45, 393626.35 805983, 393626.75 805983.05, 393629.25 805977.95, 393629.81 805976.81, 393631.1 805977.25, 393632.7 805973.6, 393641.01 805977.68, 393638.5 805982.6, 393638.8 805982.85, 393637.27 805985.86, 393636.12 805988.11, 393632.8 805994.65, 393634.67 805995.55, 393638.92 805997.601)))",Topography_TopographicArea.90151619,90151619,osgb1000039171879,10021,5,8/20/2015,Buildings,1,325.055258,8/20/2015,Modified,3,Building,1,null,0,Manmade,50,null,34,5.0,3/8/2023,26.0,33.8,39.2,7.8,13.2,99.0,87.94074004,325.055258,17.472635891618804
34,"MULTIPOLYGON (((393631.65 805973.05, 393631.5 805972.85, 393638.35 805959.25, 393647.92 805964.11, 393641.01 805977.68, 393632.7 805973.6, 393631.65 805973.05)))",Topography_TopographicArea.90151620,90151620,osgb1000039171880,10021,2,11/5/2001,Buildings,1,163.666464,1/1/1970,New,1,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,25.5,38.4,40.8,12.9,15.3,99.0,51.88194931,163.6665,9.903219046089568
35,"MULTIPOLYGON (((393648.35 805984.15, 393648.05 805984.65, 393642.15 805988.45, 393638.515 805986.521, 393637.27 805985.86, 393638.8 805982.85, 393638.5 805982.6, 393641.01 805977.68, 393647.92 805964.11, 393656.25 805968.4, 393648.35 805984.15)))",Topography_TopographicArea.90151621,90151621,osgb1000039171881,10021,3,8/20/2015,Buildings,1,216.668256,8/20/2015,Restructured,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,25.5,37.3,39.9,11.8,14.4,99.0,64.63402005,216.66881501,0.5287189825814403
36,"MULTIPOLYGON (((393664.95 805972.85, 393658.14 805986.22, 393651.4 805982.8, 393650.2 805985, 393648.35 805984.15, 393656.25 805968.4, 393661.222 805970.943, 393664.95 805972.85)))",Topography_TopographicArea.90151622,90151622,osgb1000039171882,10021,3,8/20/2015,Buildings,1,151.364448,8/20/2015,Restructured,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,25.5,34.9,40.5,9.4,15.0,99.0,54.49665113,151.36515001,0.0
37,"MULTIPOLYGON (((393654.15 805997.89, 393653.3 805998.55, 393653.25 805998.95, 393651.7 806000, 393650.85 806000.6, 393650.4 806000, 393649.35 805998.65, 393651.2 805997.2, 393648.9 805994.4, 393655.59 805989.05, 393656.65 805989.05, 393657.3 805987.88, 393659.8 805989.05, 393660.65 805987.5, 393658.14 805986.22, 393664.95 805972.85, 393672.75 805976.7, 393667.35 805987.55, 393654.15 805997.89)))",Topography_TopographicArea.90151623,90151623,osgb1000039171883,10021,5,12/13/2004,Buildings,1,215.258272,4/1/1992,New,2,Building,1,null,0,Manmade,50,null,34,5.0,3/8/2023,25.5,41.9,48.0,16.4,22.5,99.0,83.72634575,215.25825,9.238399942935068
38,"MULTIPOLYGON (((393654.15 805997.89, 393667.35 805987.55, 393672.75 805976.7, 393678.23 805979.5, 393671.5 805993.1, 393670.82 805993.61, 393662.4 806000, 393658.1 806003.25, 393655.7 806000, 393654.15 805997.89)))",Topography_TopographicArea.90151624,90151624,osgb1000039171884,10021,4,11/5/2001,Buildings,1,198.263744,12/9/1987,New,2,Building,1,null,0,Manmade,50,null,34,4.0,3/8/2023,25.4,30.7,38.9,5.3,13.5,99.0,73.68363162,198.26375,17.943560982147748
39,"MULTIPOLYGON (((393682.8 805999.4, 393678.75 805997.35, 393675.15 805995.6, 393670.82 805993.61, 393671.5 805993.1, 393678.23 805979.5, 393689.86 805985.44, 393682.8 805999.4)))",Topography_TopographicArea.90151625,90151625,osgb1000039171885,10021,2,11/5/2001,Buildings,1,204.447072,6/26/2001,Attributes,2,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,25.4,39.7,45.6,14.3,20.2,99.0,58.03437795,204.4471,24.098532776935745
40,"MULTIPOLYGON (((393663.59 805942.42, 393650.25 805935.6, 393656.603 805923.088, 393656.8 805922.7, 393657.1 805922.6, 393670.9 805895.65, 393673.3 805895.1, 393683.5 805903.8, 393671.96 805926.21, 393671.4 805927.3, 393673.1 805928.2, 393672.25 805929.7, 393671.62 805930.81, 393669.9 805929.95, 393663.59 805942.42)))",Topography_TopographicArea.90151627,90151627,osgb1000039171888,10021,4,6/16/2015,Buildings,1,678.665568,6/15/2015,Modified,3,Building,1,null,0,Manmade,50,null,34,4.0,3/8/2023,25.5,40.2,43.0,14.7,17.5,99.0,123.16716974,678.66545,27.877969886610636
41,"MULTIPOLYGON (((393671.62 805930.81, 393673.06 805931.54, 393674.32 805932.17, 393679.37 805934.71, 393673.04 805947.02, 393672.95 805947.2, 393663.59 805942.42, 393669.9 805929.95, 393671.62 805930.81)))",Topography_TopographicArea.90151628,90151628,osgb1000039171889,10021,3,2/12/2009,Buildings,1,147.854688,1/1/1970,New,1,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,25.5,40.9,42.6,15.4,17.1,99.0,49.12788077,147.8547,27.265083151941244
42,"MULTIPOLYGON (((393674.32 805932.17, 393676.25 805928.45, 393674.88 805927.73, 393671.96 805926.21, 393683.5 805903.8, 393691.65 805910.8, 393679.37 805934.71, 393674.32 805932.17)))",Topography_TopographicArea.90151629,90151629,osgb1000039171890,10021,3,2/12/2009,Buildings,1,274.388096,2/11/2009,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,25.4,30.4,34.6,5.0,9.2,99.0,77.51259464,274.38810001,41.278586659938725
43,"MULTIPOLYGON (((393691.65 805910.8, 393702.63 805920.52, 393685.59 805953.47, 393673.04 805947.02, 393679.37 805934.71, 393691.65 805910.8)))",Topography_TopographicArea.90151630,90151630,osgb1000039171891,10021,2,11/5/2001,Buildings,1,550.91584,1/1/1970,New,1,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,25.4,31.0,36.0,5.6,10.6,99.0,106.59125118,550.91589998,27.86465870952714
44,"MULTIPOLYGON (((393685.59 805953.47, 393702.63 805920.52, 393712.95 805929.55, 393705.84 805942.95, 393697.24 805959.47, 393685.59 805953.47)))",Topography_TopographicArea.90151631,90151631,osgb1000039171892,10021,2,11/5/2001,Buildings,1,467.262976,1/1/1970,New,1,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,25.6,31.2,34.9,5.6,9.3,99.0,97.70642258,467.26300001,33.25704594520384
45,"MULTIPOLYGON (((393714.9 805947.56, 393706.71 805964.34, 393697.24 805959.47, 393705.84 805942.95, 393714.9 805947.56)))",Topography_TopographicArea.90151632,90151632,osgb1000039171893,10021,2,11/5/2001,Buildings,1,194.054528,1/1/1970,New,1,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,25.6,41.9,47.1,16.3,21.5,99.0,58.11073874,194.05455001,42.049227162909084
46,"MULTIPOLYGON (((393657.53 806026.48, 393651.37 806030.75, 393645.96 806023.21, 393648.55 806021.4, 393650.1 806020.3, 393652.2 806018.83, 393657.53 806026.48)))",Topography_TopographicArea.90154902,90154902,osgb1000039176238,10021,3,9/19/2006,Buildings,1,70.305024,6/22/2006,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,26.3,33.7,37.8,7.4,11.5,99.0,33.72281578,70.3051,49.659139591761445
47,"MULTIPOLYGON (((393652.2 806018.83, 393653.19 806018.13, 393658.55 806025.77, 393657.53 806026.48, 393652.2 806018.83)))",Topography_TopographicArea.90154903,90154903,osgb1000039176239,10021,3,9/19/2006,Buildings,1,11.451456,6/29/2006,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,26.4,37.9,40.1,11.5,13.7,99.0,21.11165214,11.45145,48.887339721022926
48,"MULTIPOLYGON (((393663.45 806010.98, 393664.2 806012.04, 393664.6 806012.6, 393668.78 806018.68, 393658.55 806025.77, 393653.19 806018.13, 393656.45 806015.85, 393655.75 806014.9, 393657.3 806013.85, 393658 806014.85, 393663.45 806010.98)))",Topography_TopographicArea.90154904,90154904,osgb1000039176240,10021,3,9/19/2006,Buildings,1,118.740192,6/29/2006,Attributes,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,26.3,37.5,39.7,11.2,13.4,99.0,46.07969033,118.74015,42.23220151728531
49,"MULTIPOLYGON (((393674.1 806005.57, 393678.43 806011.99, 393668.78 806018.68, 393664.6 806012.6, 393667.5 806010.5, 393667.2 806010, 393674.1 806005.57)))",Topography_TopographicArea.90154905,90154905,osgb1000039176241,10021,2,11/5/2001,Buildings,1,91.204064,12/9/1987,New,1,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,26.0,37.8,41.1,11.8,15.1,99.0,39.2274507,91.20405,40.331593881138296
50,"MULTIPOLYGON (((393678.75 805997.35, 393678.2 805998.45, 393679.25 806000, 393680.25 806001.37, 393674.1 806005.57, 393667.2 806010, 393665.541 806011.128, 393661.279 806004.401, 393664.3 806002.5, 393668.35 806000, 393669.7 805999.25, 393675.15 805995.6, 393678.75 805997.35)))",Topography_TopographicArea.90154906,90154906,osgb1000039176243,10021,5,8/20/2015,Buildings,1,136.392264,8/20/2015,Modified,3,Building,1,null,0,Manmade,50,null,34,5.0,3/8/2023,25.8,37.9,40.5,12.1,14.7,99.0,50.85010767,136.3922645,32.26576232774808
51,"MULTIPOLYGON (((393680.25 806001.37, 393682.25 806000, 393682.8 805999.4, 393689.86 805985.44, 393696.15 805988.65, 393696.75 805988.65, 393698.25 805992.45, 393697.3 805992.95, 393696.15 805995.3, 393695.3 805995.1, 393692.75 806000, 393691.35 806002.6, 393691.2 806002.9, 393690.25 806003.85, 393688.95 806004.7, 393678.43 806011.99, 393674.1 806005.57, 393680.25 806001.37)))",Topography_TopographicArea.92948133,92948133,osgb1000043008458,10021,6,6/16/2010,Buildings,1,246.225536,6/11/2010,Attributes,4,Building,1,null,0,Manmade,50,null,34,6.0,3/8/2023,25.3,39.6,46.2,14.3,20.9,99.0,74.89096035,246.22555,37.15144740343117
52,"MULTIPOLYGON (((393703.073 805965.073, 393702.222 805966.773, 393696.43 805963.873, 393697.281 805962.173, 393703.073 805965.073)))",Topography_TopographicArea.100043309,100043309,osgb5000005155294698,10021,1,6/16/2015,Buildings,1,12.3143,6/15/2015,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,25.6,26.7,28.0,1.1,2.4,99.0,16.75709582,12.3143,40.43510477292248
53,"MULTIPOLYGON (((393653.7 805989.25, 393651.6 805989.85, 393649.85 805991.3, 393646.7 805993.8, 393645.45 805994.75, 393644.946 805995.145, 393640.681 805989.499, 393642.15 805988.45, 393648.05 805984.65, 393648.35 805984.15, 393650.2 805985, 393651.4 805982.8, 393658.14 805986.22, 393657.3 805987.88, 393656.65 805989.05, 393655.59 805989.05, 393655.5 805989.05, 393653.7 805989.25)))",Topography_TopographicArea.100708261,100708261,osgb5000005159842705,10021,1,8/20/2015,Buildings,1,97.63643,8/20/2015,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,26.0,30.0,33.3,4.0,7.3,99.0,45.43034381,97.6364295,14.34159004436985
55,"MULTIPOLYGON (((393637.1 806016.713, 393633.634 806019.425, 393633.629 806019.418, 393631.09 806015.95, 393637.3 806011.16, 393639.8 806014.6, 393637.1 806016.713)))",Topography_TopographicArea.100708410,100708410,osgb5000005159842863,10021,1,8/20/2015,Buildings,1,33.519937,8/20/2015,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,26.6,30.8,32.8,4.2,6.2,99.0,24.23132974,33.5199375,45.95607778088315
30,"MULTIPOLYGON (((394436.6 804813.6, 394435.956 804813.94, 394436.69 804815.327, 394437.656 804817.151, 394428.35 804822.07, 394422.62 804812.44, 394431.794 804807.771, 394435.39 804805.94, 394438.8 804804.2, 394439.7 804805.95, 394435.8 804807.9, 394435.9 804808.3, 394433.15 804809.7, 394434.5 804812.35, 394435.65 804811.75, 394436.6 804813.6)))",Topography_TopographicArea.90167376,90167376,osgb1000039191666,10021,4,2/6/2020,Buildings,1,134.75898,2/6/2020,Restructured,3,Building,1,null,0,Manmade,50,null,34,4.0,3/8/2023,18.5,27.3,33.1,8.8,14.6,99.0,60.42792339,134.75504502,40.40013986359163
31,"MULTIPOLYGON (((394431.05 804803.85, 394429.95 804804.45, 394430.7 804805.8, 394431.794 804807.771, 394422.62 804812.44, 394417.2 804803.05, 394426.17 804797.95, 394430.63 804795.431, 394431.531 804797.174, 394431.54 804797.191, 394429.95 804798.05, 394430.2 804798.4, 394427.5 804799.9, 394429.05 804802.7, 394430.15 804802.1, 394431.05 804803.85)))",Topography_TopographicArea.90167377,90167377,osgb1000039191667,10021,4,2/6/2020,Buildings,1,128.64869,2/6/2020,Modified,3,Building,1,null,0,Manmade,50,null,34,4.0,3/8/2023,18.6,29.6,33.2,11.0,14.6,99.0,55.35663071,128.64869,29.717994229146324
32,"MULTIPOLYGON (((394425.95 804794.25, 394424.5 804795.15, 394426.17 804797.95, 394417.2 804803.05, 394411.5 804793.39, 394420.294 804788.177, 394421.55 804790.2, 394423.35 804793.1, 394424.7 804792.25, 394425.95 804794.25)))",Topography_TopographicArea.90167378,90167378,osgb1000039191668,10021,3,2/6/2020,Buildings,1,120.400895,2/6/2020,Modified,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,18.7,29.1,33.7,10.4,15.0,99.0,46.47279155,120.40089501,18.826972698787486
33,"MULTIPOLYGON (((394418.95 804782.3, 394417.55 804783.15, 394419.25 804785.9, 394420.56 804788.019, 394420.294 804788.177, 394411.5 804793.39, 394406.05 804784.05, 394414.88 804778.72, 394416.25 804780.95, 394417.6 804780.15, 394418.95 804782.3)))",Topography_TopographicArea.90167379,90167379,osgb1000039191669,10021,3,2/6/2020,Buildings,1,117.113972,2/6/2020,Modified,2,Building,1,null,0,Manmade,50,null,34,3.0,3/8/2023,18.8,27.7,33.4,8.9,14.6,99.0,45.74739534,117.113972,9.140715562807543
34,"MULTIPOLYGON (((394401 804775.53, 394409.6 804770.5, 394421.69 804767.35, 394422.25 804769.6, 394411.15 804772.4, 394414.25 804777.45, 394405.35 804782.9, 394404.8 804782, 394403.75 804781.9, 394402.8 804780.4, 394403.15 804779.05, 394401 804775.53)))",Topography_TopographicArea.90167380,90167380,osgb1000039191670,10021,2,11/5/2001,Buildings,1,116.568992,1/1/1970,New,1,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,19.0,25.4,29.8,6.4,10.8,99.0,61.98897585,116.56900001,5.304430318114786
35,"MULTIPOLYGON (((394423.8 804766.8, 394421.69 804767.35, 394409.6 804770.5, 394401 804775.53, 394396.95 804768.8, 394398.05 804767, 394406.7 804764.72, 394408.75 804768.15, 394423.2 804764.45, 394423.8 804766.8)))",Topography_TopographicArea.90167381,90167381,osgb1000039191671,10021,2,11/5/2001,Buildings,1,117.048064,1/1/1970,New,1,Building,1,null,0,Manmade,50,null,34,2.0,3/8/2023,19.0,26.2,30.0,7.2,11.0,99.0,64.88417977,117.04799999,6.313336756368049
37,"MULTIPOLYGON (((394432.886 804782.419, 394431.599 804779.75, 394434.047 804778.57, 394435.334 804781.238, 394432.886 804782.419)))",Topography_TopographicArea.100785318,100785318,osgb5000005160392186,10021,1,8/26/2015,Buildings,1,8.051792,8/24/2015,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,21.3,23.9,24.1,2.6,2.8,99.0,11.36083254,8.0517915,34.104891174118144
38,"MULTIPOLYGON (((394412.154 804814.348, 394411.378 804814.597, 394410.917 804814.745, 394409.915 804811.62, 394410.312 804811.493, 394411.153 804811.223, 394412.154 804814.348)))",Topography_TopographicArea.100785730,100785730,osgb5000005160393201,10021,1,8/26/2015,Buildings,1,4.264562,8/24/2015,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,18.1,19.8,20.4,1.7,2.3,99.0,9.16235996,4.264562,33.23117912444447
40,"MULTIPOLYGON (((394426.001 804739.827, 394420.938 804741.18, 394420.551 804739.731, 394425.613 804738.378, 394426.001 804739.827)))",Topography_TopographicArea.113535930,113535930,osgb5000005238190994,10021,1,10/31/2018,Buildings,1,7.85985,10/31/2018,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,22.0,36.4,38.4,14.4,16.4,99.0,13.48020382,7.85985,46.02067475596278
43,"MULTIPOLYGON (((394407.725 804721.065, 394409.759 804728.673, 394410.146 804730.122, 394412.851 804729.399, 394422.514 804726.815, 394425.613 804738.378, 394420.551 804739.731, 394420.938 804741.18, 394410.746 804743.905, 394409.405 804738.86, 394407.54 804739.356, 394408.183 804741.772, 394400.818 804743.73, 394398.066 804733.38, 394398.936 804733.149, 394398.447 804731.313, 394399.028 804731.159, 394397.876 804726.829, 394396.427 804727.215, 394395.646 804724.276, 394397.095 804723.891, 394407.725 804721.065)))",Topography_TopographicArea.113535954,113535954,osgb5000005238191018,10021,1,10/31/2018,Buildings,1,411.363709,10/31/2018,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,22.1,37.8,39.6,15.7,17.5,99.0,104.33949136,411.3637085,37.208340261279595
48,"MULTIPOLYGON (((394399.028 804731.159, 394398.447 804731.313, 394397.578 804731.545, 394396.427 804727.215, 394397.876 804726.829, 394399.028 804731.159)))",Topography_TopographicArea.113535969,113535969,osgb5000005238191033,10021,1,10/31/2018,Buildings,1,6.720331,10/31/2018,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,22.5,36.1,38.4,13.6,15.9,99.0,11.96102522,6.720331,49.24604694787948
49,"MULTIPOLYGON (((394428.93 804784.14, 394425.4 804785.15, 394423.292 804786.4, 394422.3 804784.65, 394424.8 804783.05, 394427.8 804782.3, 394428.93 804784.14)))",Topography_TopographicArea.117625494,117625494,osgb5000005259869868,10021,1,2/6/2020,Buildings,1,12.76275,2/6/2020,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,20.4,22.1,22.9,1.7,2.5,99.0,16.35377901,12.76275,25.088562752764158
50,"MULTIPOLYGON (((394429.95 804785.8, 394427.1 804786.6, 394424.25 804788.05, 394423.292 804786.4, 394425.4 804785.15, 394428.93 804784.14, 394429.95 804785.8)))",Topography_TopographicArea.117625504,117625504,osgb5000005259869936,10021,1,2/6/2020,Buildings,1,11.82785,2/6/2020,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,20.2,22.5,22.9,2.3,2.7,99.0,16.1364834,11.82785,26.385079211572446
51,"MULTIPOLYGON (((394426.822 804766.012, 394425.717 804761.772, 394429.218 804760.86, 394430.323 804765.1, 394426.822 804766.012)))",Topography_TopographicArea.124256833,124256833,osgb5000005298225308,10021,1,8/29/2022,Buildings,1,15.852,8/26/2022,New,1,Building,1,null,0,Manmade,50,null,34,1.0,3/8/2023,21.5,23.6,24.3,2.1,2.8,99.0,15.99892124,15.852,32.82700389919905
55,"MULTIPOLYGON (((375374.913 165778.403, 375369.35 165787, 375367.98 165786.12, 375366.7 165785.341, 375364.25 165783.85, 375367.7 165778.25, 375369.61 165775.08, 375372.323 165776.76, 375374.913 165778.403)))",Topography_TopographicArea.71642139,71642139,osgb1000015493519,10021,5,4/2/2014,Buildings,1,62.689999,3/28/2014,Restructured,3,Building,1,null,0,Manmade,50,null,34,5.0,9/18/2023,25.3,37.9,43.0,12.6,17.7,99.0,32.77120026,62.6899645,44.86945762990553
56,"MULTIPOLYGON (((375385.14 165781.77, 375382.637 165785.756, 375381.95 165786.85, 375376.94 165783.79, 375376.05 165783.25, 375374.6 165782.15, 375377.15 165778.05, 375378.65 165777.65, 375385.14 165781.77)))",Topography_TopographicArea.71642140,71642140,osgb1000015493520,10021,6,5/2/2018,Buildings,1,52.387504,5/2/2018,Modified,4,Building,1,null,0,Manmade,50,null,34,6.0,9/18/2023,25.0,31.6,33.8,6.6,8.8,99.0,28.79817144,52.30204999,39.71208793301829
57,"MULTIPOLYGON (((375396.7 165794.3, 375400.75 165796.5, 375396.19 165803.93, 375392.2 165801.5, 375396.681 165794.331, 375396.7 165794.3)))",Topography_TopographicArea.71642141,71642141,osgb1000015493521,10021,5,6/12/2020,Buildings,1,39.8919,6/12/2020,Modified,3,Building,1,null,0,Manmade,50,null,34,5.0,9/18/2023,24.6,37.2,41.1,12.6,16.5,99.0,26.48897839,39.8919,21.12545024373138
58,"MULTIPOLYGON (((375400.75 165796.5, 375404.9 165798.85, 375400.4 165806.4, 375396.8 165804.3, 375396.19 165803.93, 375400.75 165796.5)))",Topography_TopographicArea.71642142,71642142,osgb1000015493522,10021,3,2/19/2006,Buildings,1,42.251,10/14/1987,New,1,Building,1,null,0,Manmade,50,null,34,3.0,9/18/2023,24.5,37.1,40.2,12.6,15.7,99.0,27.15739938,42.25100001,19.749605768229806
59,"MULTIPOLYGON (((375406.7 165800.05, 375409.66 165801.78, 375405.24 165809.24, 375400.4 165806.4, 375404.9 165798.85, 375406.7 165800.05)))",Topography_TopographicArea.71642143,71642143,osgb1000015493523,10021,4,4/2/2014,Buildings,1,48.6721,2/12/2014,Modified,2,Building,1,null,0,Manmade,50,null,34,4.0,9/18/2023,24.4,37.6,39.9,13.2,15.5,99.0,28.66395802,48.6721,19.46831796298379
60,"MULTIPOLYGON (((375414.83 165803.37, 375409.85 165811.95, 375405.24 165809.24, 375409.66 165801.78, 375412.25 165803.3, 375412.9 165802.25, 375414.83 165803.37)))",Topography_TopographicArea.71642144,71642144,osgb1000015493524,10021,3,2/19/2006,Buildings,1,48.829896,10/14/1987,New,1,Building,1,null,0,Manmade,50,null,34,3.0,9/18/2023,24.3,36.6,40.1,12.3,15.8,99.0,30.40859227,48.82989999,19.602576565337046
61,"MULTIPOLYGON (((375415.3 165816.35, 375411.2 165814, 375411.7 165813.05, 375409.85 165811.95, 375414.83 165803.37, 375415.44 165802.4, 375415.75 165801.9, 375420.7 165793.55, 375422.45 165790.7, 375423.115 165789.579, 375426.55 165791.509, 375420.55 165801.8, 375419.34 165803.93, 375417.696 165803, 375416.819 165804.534, 375417.7 165805.05, 375416.989 165806.247, 375420.781 165808.519, 375416.47 165815.99, 375415.75 165815.55, 375415.3 165816.35)))",Topography_TopographicArea.71642145,71642145,osgb1000015493525,10021,4,4/2/2014,Buildings,1,137.640756,2/12/2014,Modified,2,Building,1,null,0,Manmade,50,null,34,4.0,9/18/2023,23.4,33.6,34.4,10.2,11.0,99.0,73.14003029,137.6407565,20.84738180204129
62,"MULTIPOLYGON (((375426.35 165821.71, 375421.35 165818.87, 375425.62 165811.36, 375427.75 165812.6, 375429.838 165809.051, 375430.899 165809.652, 375431.407 165809.94, 375432.65 165810.65, 375426.35 165821.71)))",Topography_TopographicArea.71642146,71642146,osgb1000015493526,10021,4,4/2/2014,Buildings,1,63.026912,2/12/2014,Modified,2,Building,1,null,0,Manmade,50,null,34,4.0,9/18/2023,23.9,29.5,35.2,5.6,11.3,99.0,36.93491572,63.02691151,28.575441343891203
63,"MULTIPOLYGON (((375433.2 165825.85, 375432.9 165826.4, 375429.85 165824.65, 375430.2 165824, 375429.3 165823.45, 375428.9 165824.05, 375426.7 165822.85, 375427.05 165822.1, 375426.35 165821.71, 375432.65 165810.65, 375433.547 165809.07, 375434.864 165809.8, 375439.238 165812.225, 375436.813 165816.34, 375438.233 165817.118, 375435.05 165822.6, 375433.2 165825.85)))",Topography_TopographicArea.71642147,71642147,osgb1000015493527,10021,5,6/12/2020,Buildings,1,114.618737,6/12/2020,Restructured,3,Building,1,null,0,Manmade,50,null,34,5.0,9/18/2023,23.8,31.5,32.9,7.7,9.1,99.0,48.31857069,114.61908949,33.08942562205939
64,"MULTIPOLYGON (((375442.25 165821.45, 375438.1 165828.8, 375437.8 165829.35, 375435.25 165828.05, 375435.6 165827.2, 375433.2 165825.85, 375435.05 165822.6, 375438.233 165817.118, 375438.65 165816.4, 375441 165817.8, 375442.05 165816.15, 375442.832 165814.872, 375445.241 165816.347, 375444.483 165817.64, 375442.25 165821.45)))",Topography_TopographicArea.71642148,71642148,osgb1000015493528,10021,5,6/12/2020,Buildings,1,73.934971,6/12/2020,Modified,3,Building,1,null,0,Manmade,50,null,34,5.0,9/18/2023,23.6,31.1,32.8,7.5,9.2,99.0,41.44042784,73.9349705,39.80001793969498
